,name,id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,fixture,team,position,price,team_a,team_h,team_a_score,team_h_score,was_home,opponent,gameweek
102,Myles Peart-Harris,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,MID,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
103,Ethan Pinnock,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,44,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
104,Mads Roerslev Rasmussen,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,43,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
105,Kevin Schade,106,79,0,0,0,1,0,0,0,0,0,0,0,12,15.8,12.8,40.0,6.9,1,0.10,0.05,0.15,0.96,0,0,0,0,0,0,0,2,False,380,Brentford,MID,53,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
106,Igor Thiago Nascimento Rodrigues,107,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3,4.0,0.5,0,0.03,0.00,0.03,0.16,0,0,0,0,0,0,0,1,False,380,Brentford,FWD,59,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
107,Ivan Toney,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,FWD,73,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
108,Hákon Valdimarsson,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,GK,39,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
109,Yoane Wissa,110,90,0,0,0,1,0,0,0,1,0,0,0,3,1.4,23.9,33.0,5.8,1,0.27,0.14,0.41,1.12,0,0,0,0,0,0,0,1,False,380,Brentford,FWD,69,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
110,Yehor Yarmoliuk,111,90,0,0,0,1,0,0,0,0,0,0,0,8,15.2,4.8,0.0,2.0,1,0.00,0.01,0.01,1.12,0,0,0,0,0,0,0,2,False,380,Brentford,MID,43,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
111,Mathias Jorgensen,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Brentford,DEF,45,Brentford,Wolverhampton,1,1,False,Wolverhampton,38
112,Simon Adingra,113,45,0,0,0,1,0,0,0,0,0,0,0,1,0.0,5.1,12.0,1.4,1,0.14,0.01,0.15,1.47,0,0,0,0,0,0,0,1,False,379,Brighton,MID,51,Brighton,Tottenham,4,1,False,Tottenham,38
113,Benicio Baker-Boaitey,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,45,Brighton,Tottenham,4,1,False,Tottenham,38
114,Carlos Baleba,115,90,0,0,0,1,0,0,0,0,0,0,0,20,12.8,13.5,6.0,3.2,1,0.07,0.03,0.10,1.95,0,0,0,0,0,0,0,2,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
115,Valentín Barco,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
116,Facundo Buonanotte,117,18,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.45,0,0,0,0,0,0,0,1,False,371,Leicester,MID,45,Leicester,Bournemouth,0,2,False,Bournemouth,38
117,Amario Cozier-Duberry,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,45,Brighton,Tottenham,4,1,False,Tottenham,38
118,Mahmoud Dahoud,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,49,Brighton,Tottenham,4,1,False,Tottenham,38
119,Lewis Dunk,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,42,Brighton,Tottenham,4,1,False,Tottenham,38
120,Julio Enciso,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,Ipswich,MID,54,West Ham,Ipswich,3,1,True,West Ham,38
121,Pervis Estupiñán,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,49,Brighton,Tottenham,4,1,False,Tottenham,38
122,Evan Ferguson,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,373,West Ham,FWD,55,West Ham,Ipswich,3,1,False,Ipswich,38
123,Billy Gilmour,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
124,Pascal Groß,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,65,Brighton,Tottenham,4,1,False,Tottenham,38
125,Jack Hinshelwood,126,90,2,0,0,1,0,0,0,0,0,0,3,59,73.4,15.8,105.0,19.4,1,0.67,0.02,0.69,1.95,0,0,0,0,0,0,0,15,True,379,Brighton,MID,49,Brighton,Tottenham,4,1,False,Tottenham,38
126,Ibrahim Osman,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
127,Igor Julio dos Santos de Paulo,128,59,0,0,0,1,0,0,0,0,0,0,0,10,7.4,14.2,0.0,2.2,1,0.00,0.02,0.02,1.95,0,0,0,0,0,0,0,1,False,379,Brighton,DEF,43,Brighton,Tottenham,4,1,False,Tottenham,38
128,João Pedro Junqueira de Jesus,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,FWD,55,Brighton,Tottenham,4,1,False,Tottenham,38
129,Kacper Kozłowski,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,45,Brighton,Tottenham,4,1,False,Tottenham,38
130,Tariq Lamptey,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,44,Brighton,Tottenham,4,1,False,Tottenham,38
131,Solly March,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,65,Brighton,Tottenham,4,1,False,Tottenham,38
132,Adrian Mazilu,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,45,Brighton,Tottenham,4,1,False,Tottenham,38
133,James Milner,134,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,False,379,Brighton,MID,50,Brighton,Tottenham,4,1,False,Tottenham,38
134,Yankuba Minteh,135,90,0,0,0,1,0,0,0,0,0,0,0,11,14.4,35.2,44.0,9.4,1,0.12,0.32,0.44,1.95,0,0,0,0,0,0,0,2,False,379,Brighton,MID,48,Brighton,Tottenham,4,1,False,Tottenham,38
135,Mitoma Kaoru,136,45,0,1,0,0,0,0,0,0,0,0,0,14,22.2,16.7,4.0,4.3,0,0.00,0.06,0.06,0.48,0,0,0,0,0,0,0,4,False,379,Brighton,MID,63,Brighton,Tottenham,4,1,False,Tottenham,38
136,Jakub Moder,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,44,Brighton,Tottenham,4,1,False,Tottenham,38
137,Mark O’Mahony,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,FWD,45,Brighton,Tottenham,4,1,False,Tottenham,38
138,Odeluga Offiah,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,40,Brighton,Tottenham,4,1,False,Tottenham,38
139,Cameron Peupion,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,44,Brighton,Tottenham,4,1,False,Tottenham,38
140,Jeremy Sarmiento Morante,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,MID,49,Brighton,Tottenham,4,1,False,Tottenham,38
141,Jason Steele,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,GK,40,Brighton,Tottenham,4,1,False,Tottenham,38
142,Deniz Undav,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,FWD,55,Brighton,Tottenham,4,1,False,Tottenham,38
143,Jan Paul van Hecke,144,90,0,0,0,1,0,0,0,0,0,0,0,11,17.0,4.8,10.0,3.2,1,0.08,0.06,0.14,1.95,0,0,0,0,0,0,0,2,False,379,Brighton,DEF,45,Brighton,Tottenham,4,1,False,Tottenham,38
144,Joël Veltman,145,31,0,0,0,0,0,0,0,1,0,0,0,4,3.8,3.3,0.0,0.7,0,0.00,0.02,0.02,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,DEF,43,Brighton,Tottenham,4,1,False,Tottenham,38
145,Bart Verbruggen,146,90,0,0,0,1,0,0,0,0,0,1,0,5,12.4,0.0,0.0,1.2,1,0.00,0.00,0.00,1.95,0,0,0,0,0,0,0,2,False,379,Brighton,GK,45,Brighton,Tottenham,4,1,False,Tottenham,38
146,Adam Webster,147,90,0,1,0,1,0,0,0,0,0,0,0,13,12.6,5.6,24.0,4.2,1,0.23,0.04,0.27,1.95,0,0,0,0,0,0,0,5,False,379,Brighton,DEF,43,Brighton,Tottenham,4,1,False,Tottenham,38
147,Danny Welbeck,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,379,Brighton,FWD,55,Brighton,Tottenham,4,1,False,Tottenham,38
148,Mats Wieffer,149,90,0,0,0,1,0,0,0,0,0,0,0,20,19.0,28.0,8.0,5.5,1,0.02,0.12,0.14,1.95,0,0,0,0,0,0,0,2,False,379,Brighton,MID,47,Brighton,Tottenham,4,1,False,Tottenham,38
149,Andrey Nascimento dos Santos,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,45,Chelsea,Nottingham,1,0,False,Nottingham,38
150,Ângelo Gabriel Borges Damaceno,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,45,Chelsea,Nottingham,1,0,False,Nottingham,38
151,Kepa Arrizabalaga,152,90,0,0,1,0,0,0,0,0,0,0,0,20,3.6,0.0,0.0,0.4,1,0.00,0.00,0.00,0.27,0,0,0,0,0,0,0,6,False,371,Bournemouth,GK,46,Leicester,Bournemouth,0,2,True,Leicester,38
152,Benoît Badiashile,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,42,Chelsea,Nottingham,1,0,False,Nottingham,38
153,Lucas Bergström,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,GK,39,Chelsea,Nottingham,1,0,False,Nottingham,38
154,Marcus Bettinelli,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,GK,39,Chelsea,Nottingham,1,0,False,Nottingham,38
155,Armando Broja,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,376,Everton,FWD,53,Everton,Newcastle,1,0,False,Newcastle,38
156,Moisés Caicedo Corozo,157,90,0,0,1,0,0,0,0,1,0,0,0,13,11.6,5.0,0.0,1.7,1,0.00,0.03,0.03,1.35,0,0,0,0,0,0,0,2,False,377,Chelsea,MID,49,Chelsea,Nottingham,1,0,False,Nottingham,38
157,Cesare Casadei,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,44,Chelsea,Nottingham,1,0,False,Nottingham,38
158,Trevoh Chalobah,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,44,Chelsea,Nottingham,1,0,False,Nottingham,38
159,Ben Chilwell,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,DEF,46,Crystal Palace,Liverpool,1,1,False,Liverpool,38
160,Carney Chukwuemeka,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,47,Chelsea,Nottingham,1,0,False,Nottingham,38
161,Levi Colwill,162,90,1,0,1,0,0,0,0,0,0,0,3,42,44.4,1.3,33.0,7.9,1,0.58,0.01,0.59,1.35,0,0,0,0,0,0,0,15,True,377,Chelsea,DEF,44,Chelsea,Nottingham,1,0,False,Nottingham,38
162,Marc Cucurella Saseta,163,90,0,0,1,0,0,0,0,0,0,0,2,33,25.6,3.6,0.0,2.9,1,0.00,0.02,0.02,1.35,0,0,0,0,0,0,0,8,False,377,Chelsea,DEF,54,Chelsea,Nottingham,1,0,False,Nottingham,38
163,David Datro Fofana,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,FWD,54,Chelsea,Nottingham,1,0,False,Nottingham,38
164,Deivid Washington de Souza Eugênio,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,FWD,49,Chelsea,Nottingham,1,0,False,Nottingham,38
165,Kiernan Dewsbury-Hall,166,4,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.61,0,0,0,0,0,0,0,1,False,377,Chelsea,MID,55,Chelsea,Nottingham,1,0,False,Nottingham,38
166,Axel Disasi,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,375,Aston Villa,DEF,42,Aston Villa,Manchester United,0,2,False,Manchester United,38
167,Enzo Fernández,168,90,0,0,1,0,0,0,0,0,0,0,0,9,3.8,14.3,0.0,1.8,1,0.00,0.01,0.01,1.35,0,0,0,0,0,0,0,3,False,377,Chelsea,MID,47,Chelsea,Nottingham,1,0,False,Nottingham,38
168,Conor Gallagher,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,59,Chelsea,Nottingham,1,0,False,Nottingham,38
169,Alfie Gilchrist,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,40,Chelsea,Nottingham,1,0,False,Nottingham,38
170,Malo Gusto,171,12,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.61,0,0,0,0,0,0,0,1,False,377,Chelsea,DEF,49,Chelsea,Nottingham,1,0,False,Nottingham,38
171,Reece James,172,90,0,0,1,0,0,0,0,0,0,0,0,22,17.6,2.1,0.0,2.0,1,0.00,0.01,0.01,1.35,0,0,0,0,0,0,0,6,False,377,Chelsea,DEF,48,Chelsea,Nottingham,1,0,False,Nottingham,38
172,Omari Kellyman,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,43,Chelsea,Nottingham,1,0,False,Nottingham,38
173,Roméo Lavia,174,28,0,0,0,0,0,0,0,0,0,0,0,4,1.6,0.2,2.0,0.4,0,0.07,0.00,0.07,0.71,0,0,0,0,0,0,0,1,False,377,Chelsea,MID,45,Chelsea,Nottingham,1,0,False,Nottingham,38
174,Romelu Lukaku Bolingoli,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,FWD,63,Chelsea,Nottingham,1,0,False,Nottingham,38
175,Malang Sarr,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,45,Chelsea,Nottingham,1,0,False,Nottingham,38
176,Noni Madueke,177,85,0,0,1,0,0,0,0,0,0,0,0,15,7.2,7.2,6.0,2.0,1,0.08,0.08,0.16,0.74,0,0,0,0,0,0,0,3,False,377,Chelsea,MID,60,Chelsea,Nottingham,1,0,False,Nottingham,38
177,Marc Guiu Paz,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,FWD,47,Chelsea,Nottingham,1,0,False,Nottingham,38
178,Mykhailo Mudryk,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,61,Chelsea,Nottingham,1,0,False,Nottingham,38
179,Nicolas Jackson,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,FWD,77,Chelsea,Nottingham,1,0,False,Nottingham,38
180,Christopher Nkunku,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,57,Chelsea,Nottingham,1,0,False,Nottingham,38
181,Cole Palmer,182,90,0,0,1,0,0,0,0,0,0,0,0,15,17.0,28.0,25.0,7.0,1,0.01,0.47,0.48,1.35,0,0,0,0,0,0,0,3,False,377,Chelsea,MID,105,Chelsea,Nottingham,1,0,False,Nottingham,38
182,Đorđe Petrović,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,GK,44,Chelsea,Nottingham,1,0,False,Nottingham,38
183,Renato Palma Veiga,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,MID,44,Chelsea,Nottingham,1,0,False,Nottingham,38
184,Robert Sánchez,185,90,0,0,1,0,0,0,0,0,0,2,0,24,12.4,0.0,0.0,1.2,1,0.00,0.00,0.00,1.35,0,0,0,0,0,0,0,6,False,377,Chelsea,GK,45,Chelsea,Nottingham,1,0,False,Nottingham,38
185,Raheem Sterling,186,62,0,0,0,1,0,0,0,0,0,0,0,10,3.4,7.1,6.0,1.7,1,0.11,0.01,0.12,0.63,0,0,0,0,0,0,0,2,False,378,Arsenal,MID,67,Arsenal,Southampton,2,1,False,Southampton,38
186,Tosin Adarabioyo,187,90,0,0,1,0,0,0,0,1,0,0,1,26,27.0,0.6,0.0,2.8,1,0.00,0.01,0.01,1.35,0,0,0,0,0,0,0,6,False,377,Chelsea,DEF,42,Chelsea,Nottingham,1,0,False,Nottingham,38
187,Lesley Ugochukwu,188,85,0,0,0,1,0,0,0,0,0,0,0,9,3.8,1.8,0.0,0.6,1,0.00,0.01,0.01,1.98,0,0,0,0,0,0,0,2,False,378,Southampton,MID,44,Arsenal,Southampton,2,1,True,Arsenal,38
188,Wesley Fofana,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,377,Chelsea,DEF,43,Chelsea,Nottingham,1,0,False,Nottingham,38
189,Naouirou Ahamada,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,MID,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
190,Joachim Andersen,191,90,0,0,0,2,0,0,0,0,0,0,0,14,27.4,10.5,0.0,3.8,1,0.00,0.00,0.00,2.84,0,0,0,0,0,0,0,1,False,372,Fulham,DEF,42,Manchester City,Fulham,2,0,True,Manchester City,38
191,Jordan Ayew,192,90,0,0,0,2,0,0,0,0,0,0,0,6,2.6,6.2,13.0,2.2,1,0.07,0.04,0.11,1.79,0,0,0,0,0,0,0,2,False,371,Leicester,MID,51,Leicester,Bournemouth,0,2,False,Bournemouth,38
192,Cheick Doucouré,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,MID,48,Crystal Palace,Liverpool,1,1,False,Liverpool,38
193,Chris Richards,194,90,0,0,0,1,0,0,0,0,0,0,0,9,20.8,0.3,0.0,2.1,1,0.00,0.00,0.00,2.17,0,0,0,0,0,0,0,2,False,374,Crystal Palace,DEF,44,Crystal Palace,Liverpool,1,1,False,Liverpool,38
194,Chadi Riad Dnanou,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,DEF,43,Crystal Palace,Liverpool,1,1,False,Liverpool,38
195,Nathaniel Clyne,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,DEF,43,Crystal Palace,Liverpool,1,1,False,Liverpool,38
196,Malcolm Ebiowei,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,MID,45,Crystal Palace,Liverpool,1,1,False,Liverpool,38
197,Odsonne Edouard,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,371,Leicester,FWD,51,Leicester,Bournemouth,0,2,False,Bournemouth,38
198,Eberechi Eze,199,61,0,0,1,0,0,0,0,0,0,0,0,13,5.2,15.2,2.0,2.2,1,0.00,0.59,0.59,0.94,0,0,0,0,0,0,0,3,False,374,Crystal Palace,MID,70,Crystal Palace,Liverpool,1,1,False,Liverpool,38
199,Marc Guéhi,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,DEF,47,Crystal Palace,Liverpool,1,1,False,Liverpool,38
200,Dean Henderson,201,90,0,0,0,1,0,0,0,0,0,2,0,10,19.2,10.0,0.0,2.9,1,0.00,0.00,0.00,2.17,0,0,0,0,0,0,0,2,False,374,Crystal Palace,GK,46,Crystal Palace,Liverpool,1,1,False,Liverpool,38
201,Rob Holding,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,374,Crystal Palace,DEF,42,Crystal Palace,Liverpool,1,1,False,Liverpool,38
202,Will Hughes,203,78,0,0,1,0,0,0,0,0,0,0,0,9,15.4,12.0,9.0,3.6,1,0.02,0.01,0.03,1.93,0,0,0,0,0,0,0,3,False,374,Crystal Palace,MID,49,Crystal Palace,Liverpool,1,1,False,Liverpool,38
203,Sam Johnstone,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,False,380,Wolverhampton,GK,41,Brentford,Wolverhampton,1,1,True,Brentford,38
204,Daichi Kamada,205,90,0,0,0,1,0,0,0,0,0,0,0,16,6.8,5.3,2.0,1.4,1,0.00,0.01,0.01,2.17,0,0,0,0,0,0,0,2,False,374,Crystal Palace,MID,51,Crystal Palace,Liverpool,1,1,False,Liverpool,38
205,Jefferson Lerma Solís,206,90,0,0,0,1,0,0,0,0,0,0,0,15,30.2,4.1,2.0,3.6,1,0.00,0.00,0.00,2.17,0,0,0,0,0,0,0,2,False,374,Crystal Palace,MID,48,Crystal Palace,Liverpool,1,1,False,Liverpool,38
